Variation ID	Chromosome	Trait	p-Value	Catalogue ID	Risk Allele	Allele Frequency	Population	Region	Genes	Platform	PubMed
rs2290400	chr17	Bronchial hyperresponsiveness in asthma	3E-20	rs2290400	None	None	920 Dutch ancestry cases, 980 Dutch ancestry controls	17q21.1	GSDMA, GSDMB, CRKRS, ORMDL3, PERLD1, IKZF3, PNMT	Illumina [294932]	27439200
rs2290400	chr17	Type 1 diabetes	6E-13	rs2290400	None	0.50	7,514 European ancestry cases, 9,045 European ancestry controls	17q21.1	ORMDL3	Affymetrix, Illumina [841622] (imputed)	19430480
rs56380902	chr17	Atopic asthma	6E-39	rs56380902	None	None	23,982 European ancestry cases, 393,169 European ancestry controls	17q21.1	None	Affymetrix [~ 8270000] (imputed)	31669095
rs56380902	chr17	Type 1 diabetes	1E-8	rs56380902	None	0.44	1,021 African American cases, 2,928 African American controls	17q21.1	IKZF3, ORMDL3, GSDMB	Illumina [114874]	30659077
rs7221109	chr17	Hay fever and/or eczema	6E-25	rs7221109	None	0.6494	84,034 European ancestry cases, 239,773 European ancestry controls	17q21.2	None	Affymetrix [15688218] (imputed)	31361310
rs7221109	chr17	Type 1 diabetes	1E-9	rs7221109	None	0.65	7,514 European ancestry cases, 9,045 European ancestry controls	17q21.2	intergenic	Affymetrix, Illumina [841622] (imputed)	19430480
rs757411	chr17	Type 1 diabetes	1E-7	rs757411	None	0.64	6,683 European ancestry cases, 12,173 European ancestry controls, 2,601 European ancestry affected sibling pair families, 69 European ancestry trios	17q21.2	CCR7	Illumina [135870]	25751624
rs1052553	chr17	Type 1 diabetes	8E-8	rs1052553	None	0.76	6,683 European ancestry cases, 12,173 European ancestry controls, 2,601 European ancestry affected sibling pair families, 69 European ancestry trios	17q21.31	Intergenic	Illumina [135870]	25751624
rs11651753	chr17	Response to bronchodilator in chronic obstructive pulmonary disease (change in FEV1)	3E-7	rs11651753	rs11651753-T	0.22	5,766 European ancestry cases, 811 African American cases	17q21.32	MIR4315-2	Illumina [NR] (imputed)	26503814
rs185299109	chr18	Chronic kidney disease (reduced eGFR or end stage renal disease) in type 1 diabetes	1E-8	rs185299109	rs185299109-T	0.007	4,266 European ancestry cases, 14,838 European ancestry controls	18p11.32	Intergenic	Illumina [up to 49000000] (imputed)	31537649
rs2847278	chr18	Inflammatory bowel disease	8E-28	rs2847278	None	None	12,882 European ancestry cases, 21,770 European ancestry controls	18p11.21	None	Affymetrix, Illumina [~ 9000000] (imputed)	26192919
rs2542151	chr18	Type 1 diabetes	4E-13	rs2542151	None	None	8,506 European ancestry cases, up to 10,596 European ancestry controls	18p11.21	PTPN2	Affymetrix, Illumina [NR]	21829393
rs2542151	chr18	Type 1 diabetes	9E-8	rs2542151	None	None	3,561 European ancestry cases, 4,646 European ancestry controls	18p11.21	PTPN2	Affymetrix [up to 335565]	18978792
rs2542151	chr18	Crohn's disease	5E-17	rs2542151	None	0.15	3,230 European ancestry cases, 4,829 European ancestry controls	18p11.21	PTPN2	Affymetrix, Illumina [635547] (imputed)	18587394
rs2542151	chr18	Crohn's disease	2E-7	rs2542151	None	0.16	1,748 European ancestry cases, 2,938 European ancestry controls	18p11.21	PTPN2	Affymetrix [469557]	17554300
rs2542151	chr18	Crohn's disease	3E-8	rs2542151	None	0.18	1,748 cases, 2,938 controls	18p11.21	PTPN2	Affymetrix [see WTCCC]	17554261
rs2542151	chr18	Type 1 diabetes	1E-14	rs2542151	None	0.16	2,000 European ancestry cases, 3,000 European ancestry controls	18p11.21	PTPN2	Affymetrix [NR]	17554260
rs1893217	chr18	Autoimmune traits	8E-17	rs1893217	None	None	approximately 459,000 European ancestry individuals	18p11.21		NR [~ 8900000] (imputed)	30595370
rs1893217	chr18	Ulcerative colitis	3E-13	rs1893217	None	0.1602	6,968 European ancestry cases, 20,464 European ancestry controls	18p11.21	None	Affymetrix, Illumina [~ 9000000] (imputed)	26192919
rs1893217	chr18	Inflammatory bowel disease	1E-27	rs1893217	None	0.1602	12,882 European ancestry cases, 21,770 European ancestry controls	18p11.21	None	Affymetrix, Illumina [~ 9000000] (imputed)	26192919
rs1893217	chr18	Crohn's disease	6E-25	rs1893217	None	0.1602	5,956 European ancestry cases, 14,927 European ancestry controls	18p11.21	None	Affymetrix, Illumina [~ 9000000] (imputed)	26192919
rs1893217	chr18	Type 1 diabetes	1E-15	rs1893217	None	0.16	6,683 European ancestry cases, 12,173 European ancestry controls, 2,601 European ancestry affected sibling pair families, 69 European ancestry trios	18p11.21	PTPN2	Illumina [135870]	25751624
rs1893217	chr18	Inflammatory bowel disease	3E-26	rs1893217	None	0.157	12,924 European ancestry cases, 21,442 European ancestry controls	18p11.21	intergenic	Affymetrix, Illumina [1230000] (imputed)	23128233
rs1893217	chr18	Celiac disease or Rheumatoid arthritis	5E-12	rs1893217	None	None	4,533 European ancestry celiac disease cases, 5,539 European ancestry rheumatoid arthritis cases, 27,981 European ancestry controls	18p11.21	PTPN2	Illumina [472854]	21383967
rs1893217	chr18	Crohn's disease	1E-14	rs1893217	None	0.153	6,333 European ancestry cases, 15,056 European ancestry controls	18p11.21	PTPN2	Affymetrix, Illumina [953241] (imputed)	21102463
rs1893217	chr18	Celiac disease	3E-10	rs1893217	None	0.17	4,533 European ancestry cases, 10,750 European ancestry controls	18p11.21	PTPN2	Illumina [292387]	20190752
rs1893217	chr18	Type 1 diabetes	4E-15	rs1893217	None	None	7,514 European ancestry cases, 9,045 European ancestry controls	18p11.21	PTPN2	Affymetrix, Illumina [841622] (imputed)	19430480
rs12971201	chr18	Hemoglobin concentration	5E-19	rs12971201	None	0.399646	563,946 European ancestry individuals	18p11.21	None	Affymetrix, Illumina [50638016] (imputed)	32888493
rs12971201	chr18	Type 1 diabetes	2E-6	rs12971201	None	0.61	6,683 European ancestry cases, 12,173 European ancestry controls, 2,601 European ancestry affected sibling pair families, 69 European ancestry trios	18p11.21	PTPN2	Illumina [135870]	25751624
rs113114656	chr18	Coronary artery disease in type 1 diabetes	2E-6	rs113114656	None	0.04	434 European ancestry cases with coronary artery disease, 3,123 European ancestry cases without coronary artery disease	18q21.1	SMAD2	Illumina [6728637] (imputed)	29695241
rs1615504	chr18	Type 1 diabetes	2E-11	rs1615504	None	0.47	6,683 European ancestry cases, 12,173 European ancestry controls, 2,601 European ancestry affected sibling pair families, 69 European ancestry trios	18q22.2	CD226	Illumina [135870]	25751624
rs763361	chr18	Autoimmune thyroid disease	5E-11	rs763361	None	0.478	30,234 European ancestry cases, 724,172 European ancestry controls	18q22.2	CD226	Affymetrix, Illumina [42900000] (imputed)	32581359
rs763361	chr18	Type 1 diabetes	1E-9	rs763361	None	None	8,506 European ancestry cases, up to 10,596 European ancestry controls	18q22.2	CD226	Affymetrix, Illumina [NR]	21829393
rs763361	chr18	Type 1 diabetes	1E-8	rs763361	None	0.47	2,000 European ancestry cases, 3,000 European ancestry controls	18q22.2	CD226	Affymetrix [NR]	17554260
rs34536443	chr19	Platelet count	8E-37	rs34536443	None	0.0461109	721,201 African American or Afro-Caribbean, African ancestry, European ancestry, East Asian ancestry, Hispanic or Latin American and South Asian ancestry individuals	19p13.2	None	Affymetrix, Illumina [24588908] (imputed)	32888493
rs34536443	chr19	Autoimmune thyroid disease	8E-13	rs34536443	None	0.956	30,234 European ancestry cases, 724,172 European ancestry controls	19p13.2	TYK2	Affymetrix, Illumina [42900000] (imputed)	32581359
rs34536443	chr19	Multiple sclerosis	3E-11	rs34536443	None	None	14,802 European and unknown ancestry cases, 26,703 European and unknown ancestry controls	19p13.2	TYK2	Affymetrix, Illumina [8278136] (imputed)	31604244
rs34536443	chr19	Hypothyroidism	2E-13	rs34536443	None	None	approximately 459,000 European ancestry individuals	19p13.2		NR [~ 8900000] (imputed)	30595370
rs34536443	chr19	Autoimmune traits	4E-28	rs34536443	None	None	approximately 459,000 European ancestry individuals	19p13.2		NR [~ 8900000] (imputed)	30595370
rs34536443	chr19	Rheumatoid arthritis	5E-16	rs34536443	None	0.95	916 African American cases, 1,392 African American controls,	19p13.2	TYK2	Illumina [8380626] (imputed)	30423114
rs34536443	chr19	Systemic lupus erythematosus	2E-25	rs34536443	None	None	6,748 European ancestry cases, 11,516 European ancestry controls, 2,970 African American cases, 2,452 African American controls, 1,872 Hispanic cases, 2,016 Hispanic controls	19p13.2	TYK2	Illumina [at least 5000000] (imputed)	28714469
rs34536443	chr19	Platelet count	7E-13	rs34536443	None	0.0479	166,066 European ancestry individuals	19p13.2	TYK2	Affymetrix [~ 2500000] (imputed)	27863252
rs34536443	chr19	Psoriasis vulgaris	1E-16	rs34536443	None	0.9527	4,007 European ancestry cases, 4,934 European ancestry controls	19p13.2	TYK2	Illumina [up to 11532644] (imputed)	26626624
rs34536443	chr19	Sarcoidosis	6E-8	rs34536443	None	None	1,726 European ancestry cases, 5,482 European ancestry controls	19p13.2	TYK2	Illumina [128705]	26051272
rs34536443	chr19	Type 1 diabetes	4E-15	rs34536443	None	0.96	6,683 European ancestry cases, 12,173 European ancestry controls, 2,601 European ancestry affected sibling pair families, 69 European ancestry trios	19p13.2	TYK2	Illumina [135870]	25751624
rs34536443	chr19	Rheumatoid arthritis (ACPA-positive)	3E-15	rs34536443	None	0.96	2,234 Korean ancestry cases, 7,065 Korean ancestry controls, 10,288 European ancestry cases, 35,502 European ancestry controls	19p13.2	TYK2	Illumina [133816] (imputed)	24532676
rs34536443	chr19	Rheumatoid arthritis	5E-16	rs34536443	None	0.95	up to 14,361 European ancestry cases, up to 42,923 European ancestry controls, up to 4,873 East Asian ancestry cases, up to 17,642 East Asian ancestry controls	19p13.2	TYK2	Affymetrix, Illumina [up to 9739303] (imputed)	24390342
rs34536443	chr19	Multiple sclerosis	2E-14	rs34536443	None	0.96	14,498 European ancestry cases, 24,091 European ancestry controls	19p13.2	TYK2	Illumina [161311]	24076602
rs34536443	chr19	Juvenile idiopathic arthritis (oligoarticular or rheumatoid factor-negative polyarticular)	1E-10	rs34536443	None	0.95	2,816 European ancestry cases, 13,056 European ancestry controls	19p13.2	TYK2	Illumina [123003]	23603761
rs34536443	chr19	Rheumatoid arthritis (ACPA-positive)	2E-14	rs34536443	None	0.96	up to 9,585 European ancestry cases, up to 33,742 European ancestry controls	19p13.2	TYK2, ICAM3, RAVER1	Illumina [129464] (imputed)	23143596
rs34536443	chr19	Rheumatoid arthritis	3E-13	rs34536443	None	0.96	up to 13,838 European ancestry cases, up to 33,742 European ancestry controls	19p13.2	TYK2, RAVER1, ICAM3	Illumina [129464] (imputed)	23143596
rs34536443	chr19	Psoriasis	9E-31	rs34536443	None	0.953	10,588 European ancestry cases, 22,806 European ancestry controls	19p13.2	TYK2	Illumina [111236] (imputed)	23143594
rs34536443	chr19	Primary biliary cirrhosis	1E-12	rs34536443	None	0.95	2,861 British and Irish ancestry cases, 8,514 British and Irish ancestry controls	19p13.2	TYK2	Illumina [237619] (imputed)	22961000
rs12720356	chr19	Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)	2E-9	rs12720356	None	None	8,726 European ancestry ankylosing spondylitis cases, 19,085 European ancestry Crohn's disease cases, 6,530 European ancestry psoriasis cases, 3,408 European ancestry primary sclerosing cholangitis cases, 14,513 European ancestry ulcerative colitis cases, 34,213 European ancestry controls	19p13.2	TYK2	Illumina [130052]	26974007
rs12720356	chr19	Ulcerative colitis	2E-11	rs12720356	None	0.08572	6,968 European ancestry cases, 20,464 European ancestry controls	19p13.2	None	Affymetrix, Illumina [~ 9000000] (imputed)	26192919
rs12720356	chr19	Inflammatory bowel disease	4E-16	rs12720356	None	0.08572	12,882 European ancestry cases, 21,770 European ancestry controls	19p13.2	None	Affymetrix, Illumina [~ 9000000] (imputed)	26192919
rs12720356	chr19	Crohn's disease	3E-11	rs12720356	None	0.08572	5,956 European ancestry cases, 14,927 European ancestry controls	19p13.2	None	Affymetrix, Illumina [~ 9000000] (imputed)	26192919
rs12720356	chr19	Type 1 diabetes	4E-7	rs12720356	None	0.91	6,683 European ancestry cases, 12,173 European ancestry controls, 2,601 European ancestry affected sibling pair families, 69 European ancestry trios	19p13.2	TYK2	Illumina [135870]	25751624
rs12720356	chr19	Psoriasis	3E-10	rs12720356	None	0.91	10,588 European ancestry cases, 22,806 European ancestry controls	19p13.2	TYK2	Illumina [111236] (imputed)	23143594
rs12720356	chr19	Crohn's disease	1E-12	rs12720356	None	0.084	6,333 European ancestry cases, 15,056 European ancestry controls	19p13.2	ICAM3, TYK2, ICAM1	Affymetrix, Illumina [953241] (imputed)	21102463
rs12720356	chr19	Psoriasis	4E-11	rs12720356	None	0.90	2,178 European ancestry cases, 5,175 European ancestry controls	19p13.2	TYK2	Illumina [535475]	20953190
rs2304256	chr19	Systemic lupus erythematosus	2E-12	rs2304256	None	0.286	1,659 Chinese ancestry cases, 3,398 Chinese ancestry controls, 4,036 European ancestry cases, 6,959 European ancestry controls	19p13.2	TYK2	NR [6344733] (imputed)	27399966
rs2304256	chr19	Systemic lupus erythematosus	4E-13	rs2304256	None		5,201 European ancestry cases, 9,066 European ancestry controls	19p13.2	TYK2	Illumina [644674]	26502338
rs2304256	chr19	Primary biliary cholangitis	1E-10	rs2304256	None	0.71	2,764 European ancestry cases, 10,475 European ancestry controls	19p13.2	TYK2	Illumina [1143634] (imputed)	26394269
rs2304256	chr19	Type 1 diabetes	1E-10	rs2304256	None	None	8,506 European ancestry cases, up to 10,596 European ancestry controls	19p13.2	TYK2	Affymetrix, Illumina [NR]	21829393
rs2304256	chr19	Type 1 diabetes	4E-9	rs2304256	None	0.71	7,514 European ancestry cases, 9,045 European ancestry controls	19p13.2	TYK2	Affymetrix, Illumina [~ 2600000] (imputed)	19966805
rs62131887	chr19	Pediatric autoimmune diseases	4E-7	rs62131887	rs62131887-T	0.28	97 European ancestry thyroiditis cases, 107 European ancestry ankylosing spondylitis cases, 100 European ancestry psoriasis cases, 173 European ancestry celiac disease cases, 254 European ancestry systemic lupus erythematosus cases, 308 European ancestry common variable inmunodeficiency cases, 865 European ancestry ulcerative colitis cases, 1,086 European ancestry Type 1 diabetes cases, 1,123  European ancestry juvenile idiopathic arthritis cases, 1,922  European ancestry Crohn's disease cases, 10,718 European ancestry controls	19p13.2	TYK2	Illumina [7347414] (imputed)	26301688
rs425105	chr19	Coronary artery disease	8E-6	rs425105	None	0.8384	88,192 cases, 162,544 controls	19q13.32	MIR320E, PRKD2	NR [8041861] (imputed)	29212778
rs425105	chr19	Type 1 diabetes	3E-11	rs425105	None	0.84	7,514 European ancestry cases, 9,045 European ancestry controls	19q13.32	intergenic	Affymetrix, Illumina [841622] (imputed)	19430480
rs402072	chr19	Type 1 diabetes	5E-8	rs402072	None	0.84	6,683 European ancestry cases, 12,173 European ancestry controls, 2,601 European ancestry affected sibling pair families, 69 European ancestry trios	19q13.32	Intergenic	Illumina [135870]	25751624
rs516246	chr19	Birth weight	9E-12	rs516246	None	0.50563	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	19q13.33	FUT2	Affymetrix, Illumina [15144367] (imputed)	31043758
rs516246	chr19	Medication use (agents acting on the renin-angiotensin system)	1E-8	rs516246	None	0.490532	62,752 European ancestry cases, 174,778 European ancestry controls	19q13.33	FUT2	Affymetrix [7288503] (imputed)	31015401
rs516246	chr19	Cardiovascular disease	4E-19	rs516246	None	None	approximately 459,000 European ancestry individuals	19q13.33		NR [~ 8900000] (imputed)	30595370
rs516246	chr19	Blood protein levels	6E-20	rs516246	None	0.507	3,301 European ancestry individuals	19q13.33	FUT2	Affymetrix [10572788] (imputed)	29875488
rs516246	chr19	Triglycerides	2E-8	rs516246	None	None	76,627 European ancestry individuals, 7,795 Hispanic individuals, 6,855 East Asian ancestry individuals, 2,958 African American individuals, 439 South Asian ancestry individuals	19q13.33	None	Affymetrix [at least 7091467] (imputed)	29507422
rs516246	chr19	Triglycerides	2E-8	rs516246	None	0.518	76,627 European ancestry individuals, 7,795 Hispanic individuals, 6,855 East Asian ancestry individuals, 2,958 African American individuals, 439 South Asian ancestry individuals	19q13.33	None	Affymetrix [at least 7091467] (imputed)	29507422
rs516246	chr19	Total cholesterol levels	1E-20	rs516246	None	None	76,627 European ancestry individuals, 7,795 Hispanic individuals, 6,855 East Asian ancestry individuals, 2,958 African American individuals, 439 South Asian ancestry individuals	19q13.33	None	Affymetrix [at least 7091467] (imputed)	29507422
